id	filename	md5	size	state
9c91197a-5784-4e76-a94a-ed53ad3f02fc	d45c33cc-88e2-4de5-a578-f7e31a6c0738.rna_seq.augmented_star_gene_counts.tsv	7db7f4af0c83dc6513bc057f4551864d	4231825	released
bb263179-e0fc-4982-99b5-fe36cbbc5d97	a2e50c39-6c38-4d5b-af51-d98e38f44789.rna_seq.augmented_star_gene_counts.tsv	4cf3766932344a0a45854ecd3762f354	4233418	released
e380cfd8-3677-4517-9117-08b4f3bd505d	a61ec3fe-a8aa-416d-939e-599d4d60f9ce.rna_seq.augmented_star_gene_counts.tsv	76f5195afb61c6e0101f984f88efb653	4217946	released
74c60b29-cbf2-4398-aae0-372561a98682	de5003e4-844c-4b73-9c5e-1dec181bec9e.rna_seq.augmented_star_gene_counts.tsv	0b809421bc9018fb03462dd15302a05d	4233490	released
3a45133a-ac40-473c-9c32-015a837965cb	487537e0-d8ef-498b-aee2-b7202c0ab6af.rna_seq.augmented_star_gene_counts.tsv	6642b1c2ca7f11cc6537d38ec8a13028	4236054	released
f881311a-b8fb-4a72-ac39-5fe6becbbf7b	826a690d-31e8-4c1c-8e19-f5f8340baeac.rna_seq.augmented_star_gene_counts.tsv	8e5c6ef84c27f46877867ac5dd2371c2	4231623	released
6bc46915-4f60-4553-8db9-e136df580a54	0c669bd1-bc55-4914-b178-787886a607c6.rna_seq.augmented_star_gene_counts.tsv	963f0c7884e9e09ea03b08c1df0b4910	4245237	released
a9bc7aa9-93b4-463a-b465-cb67ba106cf3	a0f09649-27b9-479c-ab79-d70a012bbef3.rna_seq.augmented_star_gene_counts.tsv	0a78bfb1b3cc5be77d97f032fa1f39f8	4240206	released
6b3b49fb-5c2a-4906-bc17-1710e0f823d5	60ec8fd8-1b88-49c5-bcfd-7ac3dd870d0e.rna_seq.augmented_star_gene_counts.tsv	9b9cfc3737ca3d4e6fce9da50c925b79	4241928	released
48c06ad1-fb6f-4da9-9f29-f739b3c9eb5b	ba33ea18-a4b6-4087-8168-efc07d359225.rna_seq.augmented_star_gene_counts.tsv	9e4eb6e10e49829ba3a4fa98c99a5b2b	4200868	released
b9c44531-dfff-4774-b906-47986e819f33	407acc2e-a390-40c4-8b29-2809d9380174.rna_seq.augmented_star_gene_counts.tsv	6349af7a5746fdc19213a872826e7784	4224314	released
db2d5d9c-248d-49ab-9058-0b7d2d5a6884	a1fcd00b-a7ab-4c1a-b8f0-0284a1391f7c.rna_seq.augmented_star_gene_counts.tsv	4d8eb9e55963a4ed7e4a74e7c0568268	4232143	released
1f2028e7-ec61-4fe1-b8bc-26e909957068	15351b70-ca5c-47a2-b864-e4aa50a7f5e3.rna_seq.augmented_star_gene_counts.tsv	71a12a2444eb36522cb16ae1e96a030e	4235586	released
c29d0f98-e33d-48df-a395-fa431cb1b1ba	2afeb934-0f22-41b0-b00a-5576da364475.rna_seq.augmented_star_gene_counts.tsv	5038622663b1acf7514733603fd2cd69	4218740	released
